component_id,n_nodes,n_edges,total_length_km,n_anchored_grid_cells,calibrated_population,n_districts,districts,bbox_extent_km2,node_rank,component_class
88,77,152,1.15,0,0.0,0,,,34,QUESTIONABLE_FRAGMENT
362,77,166,6.36,1,0.0,1,Çekmeköy,0.25,35,QUESTIONABLE_FRAGMENT
270,75,158,0.94,0,0.0,0,,,36,QUESTIONABLE_FRAGMENT
683,73,146,2.12,0,0.0,0,,,37,QUESTIONABLE_FRAGMENT
51,71,140,2.68,2,748.2,1,Arnavutköy,0.5,38,SMALL_LOCAL_COMPONENT
685,71,146,2.61,1,324.9,1,Büyükçekmece,0.25,39,SMALL_LOCAL_COMPONENT
3,71,142,4.13,1,3913.2,1,Ümraniye,0.25,40,SMALL_LOCAL_COMPONENT
230,70,138,2.53,0,0.0,0,,,41,QUESTIONABLE_FRAGMENT
300,67,186,1.25,0,0.0,0,,,42,QUESTIONABLE_FRAGMENT
501,65,130,1.25,0,0.0,0,,,43,QUESTIONABLE_FRAGMENT
185,64,130,0.55,0,0.0,0,,,44,QUESTIONABLE_FRAGMENT
42,64,126,1.66,0,0.0,0,,,45,QUESTIONABLE_FRAGMENT
664,59,122,0.65,0,0.0,0,,,46,QUESTIONABLE_FRAGMENT
45,58,116,0.47,0,0.0,0,,,47,QUESTIONABLE_FRAGMENT
490,58,116,1.31,0,0.0,0,,,48,QUESTIONABLE_FRAGMENT
111,57,116,4.16,0,0.0,0,,,49,QUESTIONABLE_FRAGMENT
403,56,118,4.02,1,1752.5,1,Beylikdüzü,0.25,50,SMALL_LOCAL_COMPONENT
545,56,110,1.76,0,0.0,0,,,51,QUESTIONABLE_FRAGMENT
170,55,110,1.79,0,0.0,0,,,52,QUESTIONABLE_FRAGMENT
529,55,110,1.42,1,7566.9,1,Bayrampaşa,0.25,53,LARGE_LOCAL_VALID_COMPONENT
479,54,106,0.85,0,0.0,0,,,54,QUESTIONABLE_FRAGMENT
17,54,110,1.44,0,0.0,0,,,55,QUESTIONABLE_FRAGMENT
669,53,134,3.44,1,664.5,1,Bakırköy,0.25,56,SMALL_LOCAL_COMPONENT
341,52,102,4.22,7,418.5,1,Başakşehir,3.0,57,SMALL_LOCAL_COMPONENT
561,52,104,1.13,1,1126.8,1,Arnavutköy,0.25,58,SMALL_LOCAL_COMPONENT
239,52,104,1.21,1,0.0,1,Sarıyer,0.06,59,QUESTIONABLE_FRAGMENT
164,51,116,3.83,1,2872.4,1,Sancaktepe,0.25,60,SMALL_LOCAL_COMPONENT
405,51,102,1.95,0,0.0,0,,,61,QUESTIONABLE_FRAGMENT
71,50,98,2.75,2,3492.7,1,Beylikdüzü,1.0,62,SMALL_LOCAL_COMPONENT
60,50,100,1.72,0,0.0,0,,,63,QUESTIONABLE_FRAGMENT
210,50,98,0.72,1,0.0,1,Sarıyer,0.25,64,QUESTIONABLE_FRAGMENT
655,49,96,1.27,0,0.0,0,,,65,QUESTIONABLE_FRAGMENT
534,49,100,1.19,0,0.0,0,,,66,QUESTIONABLE_FRAGMENT
451,46,90,3.53,11,282.9,1,Başakşehir,3.75,67,SMALL_LOCAL_COMPONENT
320,45,90,1.01,1,2873.7,1,Ataşehir,0.25,68,SMALL_LOCAL_COMPONENT
537,45,90,0.73,1,366.0,1,Büyükçekmece,0.25,69,SMALL_LOCAL_COMPONENT
579,44,110,1.12,0,0.0,0,,,70,QUESTIONABLE_FRAGMENT
317,44,86,2.43,3,0.0,1,Sarıyer,1.0,71,QUESTIONABLE_FRAGMENT
634,44,94,0.32,0,0.0,0,,,72,QUESTIONABLE_FRAGMENT
356,43,86,1.14,0,0.0,0,,,73,QUESTIONABLE_FRAGMENT
656,43,86,0.52,0,0.0,0,,,74,QUESTIONABLE_FRAGMENT
672,43,86,0.81,0,0.0,0,,,75,QUESTIONABLE_FRAGMENT
435,42,84,0.66,0,0.0,0,,,76,QUESTIONABLE_FRAGMENT
342,42,92,2.28,3,1404.6,1,Başakşehir,0.75,77,SMALL_LOCAL_COMPONENT
515,42,90,1.49,0,0.0,0,,,78,QUESTIONABLE_FRAGMENT
668,42,82,0.37,0,0.0,0,,,79,QUESTIONABLE_FRAGMENT
80,41,86,3.89,1,2346.3,1,Bakırköy,0.25,80,SMALL_LOCAL_COMPONENT
407,41,84,0.7,0,0.0,0,,,81,QUESTIONABLE_FRAGMENT
56,41,82,1.04,0,0.0,0,,,82,QUESTIONABLE_FRAGMENT
119,40,78,1.75,0,0.0,0,,,83,QUESTIONABLE_FRAGMENT
171,40,82,2.32,1,1829.6,1,Beylikdüzü,0.25,84,SMALL_LOCAL_COMPONENT
207,40,104,7.03,1,858.3,1,Bakırköy,0.25,85,SMALL_LOCAL_COMPONENT
126,38,76,1.85,0,0.0,0,,,86,QUESTIONABLE_FRAGMENT
124,38,80,3.32,1,244.0,1,Tuzla,0.25,87,SMALL_LOCAL_COMPONENT
318,38,74,1.63,1,0.0,1,Sarıyer,0.25,88,QUESTIONABLE_FRAGMENT
493,36,72,2.02,1,4132.7,1,Eyüpsultan,0.25,89,SMALL_LOCAL_COMPONENT
632,36,70,1.35,0,0.0,0,,,90,QUESTIONABLE_FRAGMENT
334,36,72,0.58,0,0.0,0,,,91,QUESTIONABLE_FRAGMENT
518,36,70,0.34,0,0.0,0,,,92,QUESTIONABLE_FRAGMENT
154,36,70,1.88,1,7476.6,1,Kâğıthane,0.25,93,LARGE_LOCAL_VALID_COMPONENT
215,35,70,0.41,0,0.0,0,,,94,QUESTIONABLE_FRAGMENT
471,34,68,0.37,0,0.0,0,,,95,QUESTIONABLE_FRAGMENT
58,33,66,0.53,0,0.0,0,,,96,QUESTIONABLE_FRAGMENT
67,33,64,2.02,0,0.0,0,,,97,QUESTIONABLE_FRAGMENT
99,33,66,0.53,0,0.0,0,,,98,QUESTIONABLE_FRAGMENT
583,32,64,0.53,0,0.0,0,,,99,QUESTIONABLE_FRAGMENT
336,32,64,2.4,4,13.6,1,Beykoz,1.5,100,SMALL_LOCAL_COMPONENT
566,32,62,0.25,0,0.0,0,,,101,QUESTIONABLE_FRAGMENT
622,31,62,0.36,0,0.0,0,,,102,QUESTIONABLE_FRAGMENT
498,31,64,1.71,0,0.0,0,,,103,QUESTIONABLE_FRAGMENT
673,31,62,1.8,0,0.0,0,,,104,QUESTIONABLE_FRAGMENT
340,31,62,1.32,0,0.0,0,,,105,QUESTIONABLE_FRAGMENT
217,30,62,2.64,0,0.0,0,,,106,QUESTIONABLE_FRAGMENT
587,30,68,0.75,0,0.0,0,,,107,QUESTIONABLE_FRAGMENT
516,30,60,1.52,0,0.0,0,,,108,QUESTIONABLE_FRAGMENT
698,30,58,0.18,0,0.0,0,,,109,QUESTIONABLE_FRAGMENT
107,29,58,2.11,1,274.8,1,Silivri,0.25,110,SMALL_LOCAL_COMPONENT
32,29,58,0.23,1,5928.4,1,Ümraniye,0.25,111,LARGE_LOCAL_VALID_COMPONENT
679,29,58,0.33,0,0.0,0,,,112,QUESTIONABLE_FRAGMENT
195,29,56,0.62,0,0.0,0,,,113,QUESTIONABLE_FRAGMENT
85,29,56,1.32,0,0.0,0,,,114,QUESTIONABLE_FRAGMENT
476,29,56,0.71,0,0.0,0,,,115,QUESTIONABLE_FRAGMENT
615,28,54,0.47,0,0.0,0,,,116,QUESTIONABLE_FRAGMENT
108,28,56,2.22,1,69.0,1,Silivri,0.25,117,SMALL_LOCAL_COMPONENT
505,28,54,1.15,0,0.0,0,,,118,QUESTIONABLE_FRAGMENT
416,28,58,3.7,1,0.0,1,Sarıyer,0.25,119,QUESTIONABLE_FRAGMENT
263,27,54,0.22,0,0.0,0,,,120,QUESTIONABLE_FRAGMENT
667,27,52,0.51,0,0.0,0,,,121,QUESTIONABLE_FRAGMENT
474,27,52,0.38,0,0.0,0,,,122,QUESTIONABLE_FRAGMENT
620,27,54,0.5,0,0.0,0,,,123,QUESTIONABLE_FRAGMENT
481,27,72,2.46,0,0.0,0,,,124,QUESTIONABLE_FRAGMENT
70,27,52,1.6,0,0.0,0,,,125,QUESTIONABLE_FRAGMENT
181,27,54,1.61,0,0.0,0,,,126,QUESTIONABLE_FRAGMENT
609,27,54,0.53,0,0.0,0,,,127,QUESTIONABLE_FRAGMENT
333,27,54,0.89,0,0.0,0,,,128,QUESTIONABLE_FRAGMENT
686,27,56,0.82,0,0.0,0,,,129,QUESTIONABLE_FRAGMENT
31,27,54,0.29,0,0.0,0,,,130,QUESTIONABLE_FRAGMENT
147,26,52,0.26,0,0.0,0,,,131,QUESTIONABLE_FRAGMENT
499,26,52,0.17,0,0.0,0,,,132,QUESTIONABLE_FRAGMENT
218,26,50,0.4,0,0.0,0,,,133,QUESTIONABLE_FRAGMENT
383,26,52,0.53,0,0.0,0,,,134,QUESTIONABLE_FRAGMENT
478,26,50,0.86,0,0.0,0,,,135,QUESTIONABLE_FRAGMENT
179,26,50,0.99,0,0.0,0,,,136,QUESTIONABLE_FRAGMENT
194,26,50,1.41,0,0.0,0,,,137,QUESTIONABLE_FRAGMENT
314,26,54,1.18,0,0.0,0,,,138,QUESTIONABLE_FRAGMENT
208,26,56,1.01,1,4273.1,1,Esenler,0.25,139,SMALL_LOCAL_COMPONENT
86,26,54,2.79,0,0.0,0,,,140,QUESTIONABLE_FRAGMENT
531,26,78,2.39,1,552.8,1,Arnavutköy,0.25,141,SMALL_LOCAL_COMPONENT
517,24,46,2.02,0,0.0,0,,,142,QUESTIONABLE_FRAGMENT
358,24,46,0.42,0,0.0,0,,,143,QUESTIONABLE_FRAGMENT
606,24,48,0.48,0,0.0,0,,,144,QUESTIONABLE_FRAGMENT
57,23,46,0.36,0,0.0,0,,,145,QUESTIONABLE_FRAGMENT
468,22,42,0.99,0,0.0,0,,,146,QUESTIONABLE_FRAGMENT
461,22,42,0.27,0,0.0,0,,,147,QUESTIONABLE_FRAGMENT
91,22,44,2.85,0,0.0,0,,,148,QUESTIONABLE_FRAGMENT
112,22,44,0.9,1,5419.5,1,Küçükçekmece,0.25,149,LARGE_LOCAL_VALID_COMPONENT
523,22,46,2.17,1,1421.8,1,Beykoz,0.25,150,SMALL_LOCAL_COMPONENT
83,22,42,0.49,0,0.0,0,,,151,QUESTIONABLE_FRAGMENT
232,21,40,0.78,0,0.0,0,,,152,QUESTIONABLE_FRAGMENT
103,21,40,0.76,0,0.0,0,,,153,QUESTIONABLE_FRAGMENT
102,21,40,1.36,0,0.0,0,,,154,QUESTIONABLE_FRAGMENT
26,21,42,0.33,0,0.0,0,,,155,QUESTIONABLE_FRAGMENT
101,21,42,0.5,0,0.0,0,,,156,QUESTIONABLE_FRAGMENT
235,21,40,1.44,0,0.0,0,,,157,QUESTIONABLE_FRAGMENT
630,21,40,0.49,0,0.0,0,,,158,QUESTIONABLE_FRAGMENT
48,21,40,2.03,1,3.7,1,Eyüpsultan,0.25,159,SMALL_LOCAL_COMPONENT
145,19,36,0.33,0,0.0,0,,,160,QUESTIONABLE_FRAGMENT
120,19,38,0.11,0,0.0,0,,,161,QUESTIONABLE_FRAGMENT
190,19,36,0.97,0,0.0,0,,,162,QUESTIONABLE_FRAGMENT
402,19,36,0.91,0,0.0,0,,,163,QUESTIONABLE_FRAGMENT
629,19,36,0.81,1,6765.2,1,Sultangazi,0.25,164,LARGE_LOCAL_VALID_COMPONENT
222,19,36,0.3,0,0.0,0,,,165,QUESTIONABLE_FRAGMENT
382,18,34,1.15,0,0.0,0,,,166,QUESTIONABLE_FRAGMENT
660,18,36,0.47,0,0.0,0,,,167,QUESTIONABLE_FRAGMENT
104,18,36,0.71,0,0.0,0,,,168,QUESTIONABLE_FRAGMENT
591,18,40,0.93,0,0.0,0,,,169,QUESTIONABLE_FRAGMENT
530,18,34,1.92,3,855.7,1,Arnavutköy,0.75,170,SMALL_LOCAL_COMPONENT
464,18,40,4.13,3,2747.8,1,Pendik,1.0,171,SMALL_LOCAL_COMPONENT
116,18,34,0.45,0,0.0,0,,,172,QUESTIONABLE_FRAGMENT
519,17,32,0.25,0,0.0,0,,,173,QUESTIONABLE_FRAGMENT
113,17,32,1.63,0,0.0,0,,,174,QUESTIONABLE_FRAGMENT
68,17,36,0.58,0,0.0,0,,,175,QUESTIONABLE_FRAGMENT
646,17,32,0.62,0,0.0,0,,,176,QUESTIONABLE_FRAGMENT
385,17,32,0.3,0,0.0,0,,,177,QUESTIONABLE_FRAGMENT
600,17,32,0.37,0,0.0,0,,,178,QUESTIONABLE_FRAGMENT
604,17,34,0.14,0,0.0,0,,,179,QUESTIONABLE_FRAGMENT
605,17,38,0.71,0,0.0,0,,,180,QUESTIONABLE_FRAGMENT
671,16,30,0.13,1,941.9,1,Beylikdüzü,0.25,181,SMALL_LOCAL_COMPONENT
50,16,30,0.41,0,0.0,0,,,182,QUESTIONABLE_FRAGMENT
539,16,30,0.39,0,0.0,0,,,183,QUESTIONABLE_FRAGMENT
74,16,32,0.16,0,0.0,0,,,184,QUESTIONABLE_FRAGMENT
676,16,30,0.45,0,0.0,0,,,185,QUESTIONABLE_FRAGMENT
223,15,28,0.51,1,514.6,1,Büyükçekmece,0.25,186,SMALL_LOCAL_COMPONENT
540,15,28,0.49,0,0.0,0,,,187,QUESTIONABLE_FRAGMENT
645,15,28,0.85,0,0.0,0,,,188,QUESTIONABLE_FRAGMENT
538,15,28,0.36,0,0.0,0,,,189,QUESTIONABLE_FRAGMENT
326,15,28,0.14,0,0.0,0,,,190,QUESTIONABLE_FRAGMENT
648,15,28,0.52,0,0.0,0,,,191,QUESTIONABLE_FRAGMENT
522,15,30,0.16,0,0.0,0,,,192,QUESTIONABLE_FRAGMENT
81,15,28,1.7,0,0.0,0,,,193,QUESTIONABLE_FRAGMENT
665,14,28,0.44,0,0.0,0,,,194,QUESTIONABLE_FRAGMENT
439,14,28,0.22,0,0.0,0,,,195,QUESTIONABLE_FRAGMENT
166,14,26,0.77,0,0.0,0,,,196,QUESTIONABLE_FRAGMENT
507,14,28,1.21,0,0.0,0,,,197,QUESTIONABLE_FRAGMENT
6,14,26,0.91,0,0.0,0,,,198,QUESTIONABLE_FRAGMENT
21,14,26,0.19,0,0.0,0,,,199,QUESTIONABLE_FRAGMENT
542,14,26,0.45,0,0.0,0,,,200,QUESTIONABLE_FRAGMENT
25,14,26,0.5,0,0.0,0,,,201,QUESTIONABLE_FRAGMENT
129,14,26,0.33,0,0.0,0,,,202,QUESTIONABLE_FRAGMENT
5,13,24,0.47,0,0.0,0,,,203,QUESTIONABLE_FRAGMENT
224,13,24,0.16,0,0.0,0,,,204,QUESTIONABLE_FRAGMENT
398,13,24,0.59,0,0.0,0,,,205,QUESTIONABLE_FRAGMENT
689,13,26,0.74,1,3222.9,1,Sancaktepe,0.25,206,SMALL_LOCAL_COMPONENT
585,13,24,0.33,0,0.0,0,,,207,QUESTIONABLE_FRAGMENT
200,13,24,0.9,0,0.0,0,,,208,QUESTIONABLE_FRAGMENT
203,13,24,0.25,0,0.0,0,,,209,QUESTIONABLE_FRAGMENT
590,13,30,0.93,0,0.0,0,,,210,QUESTIONABLE_FRAGMENT
399,13,26,0.3,0,0.0,0,,,211,QUESTIONABLE_FRAGMENT
325,12,22,0.53,0,0.0,0,,,212,QUESTIONABLE_FRAGMENT
582,12,22,0.45,0,0.0,0,,,213,QUESTIONABLE_FRAGMENT
18,12,22,0.43,0,0.0,0,,,214,QUESTIONABLE_FRAGMENT
494,12,22,0.66,1,556.4,1,Eyüpsultan,0.25,215,SMALL_LOCAL_COMPONENT
73,12,22,0.57,0,0.0,0,,,216,QUESTIONABLE_FRAGMENT
448,12,22,0.11,0,0.0,0,,,217,QUESTIONABLE_FRAGMENT
55,12,22,0.35,0,0.0,0,,,218,QUESTIONABLE_FRAGMENT
202,12,22,0.2,0,0.0,0,,,219,QUESTIONABLE_FRAGMENT
508,11,20,0.54,0,0.0,0,,,220,QUESTIONABLE_FRAGMENT
546,11,20,0.44,0,0.0,0,,,221,QUESTIONABLE_FRAGMENT
375,11,20,0.13,0,0.0,0,,,222,QUESTIONABLE_FRAGMENT
488,11,20,0.19,0,0.0,0,,,223,QUESTIONABLE_FRAGMENT
437,11,20,0.57,0,0.0,0,,,224,QUESTIONABLE_FRAGMENT
504,11,20,0.13,0,0.0,0,,,225,QUESTIONABLE_FRAGMENT
544,11,20,0.27,0,0.0,0,,,226,QUESTIONABLE_FRAGMENT
470,11,20,0.28,0,0.0,0,,,227,QUESTIONABLE_FRAGMENT
397,11,20,0.52,0,0.0,0,,,228,QUESTIONABLE_FRAGMENT
38,11,20,0.44,0,0.0,0,,,229,QUESTIONABLE_FRAGMENT
225,11,20,0.08,0,0.0,0,,,230,QUESTIONABLE_FRAGMENT
44,11,20,0.19,0,0.0,0,,,231,QUESTIONABLE_FRAGMENT
219,11,20,0.68,1,1055.7,1,Büyükçekmece,0.25,232,SMALL_LOCAL_COMPONENT
601,11,20,0.13,0,0.0,0,,,233,QUESTIONABLE_FRAGMENT
550,11,20,0.25,0,0.0,0,,,234,QUESTIONABLE_FRAGMENT
603,11,20,0.4,1,4091.4,1,Eyüpsultan,0.25,235,SMALL_LOCAL_COMPONENT
581,11,20,0.47,0,0.0,0,,,236,QUESTIONABLE_FRAGMENT
619,11,20,0.38,0,0.0,0,,,237,QUESTIONABLE_FRAGMENT
131,11,20,0.4,0,0.0,0,,,238,QUESTIONABLE_FRAGMENT
127,11,20,0.07,0,0.0,0,,,239,QUESTIONABLE_FRAGMENT
197,10,18,0.26,0,0.0,0,,,240,QUESTIONABLE_FRAGMENT
396,10,18,0.19,1,1105.2,1,Pendik,0.25,241,SMALL_LOCAL_COMPONENT
635,10,18,0.29,0,0.0,0,,,242,QUESTIONABLE_FRAGMENT
149,10,18,0.23,0,0.0,0,,,243,QUESTIONABLE_FRAGMENT
292,10,18,0.34,1,778.6,1,Arnavutköy,0.25,244,SMALL_LOCAL_COMPONENT
284,10,20,1.1,0,0.0,0,,,245,QUESTIONABLE_FRAGMENT
527,10,18,0.07,0,0.0,0,,,246,QUESTIONABLE_FRAGMENT
657,10,18,0.34,0,0.0,0,,,247,QUESTIONABLE_FRAGMENT
441,10,18,0.23,0,0.0,0,,,248,QUESTIONABLE_FRAGMENT
408,10,18,0.32,0,0.0,0,,,249,QUESTIONABLE_FRAGMENT
30,10,18,0.19,0,0.0,0,,,250,QUESTIONABLE_FRAGMENT
404,10,18,0.75,0,0.0,0,,,251,QUESTIONABLE_FRAGMENT
549,10,18,0.28,0,0.0,0,,,252,QUESTIONABLE_FRAGMENT
11,10,18,1.37,1,5480.5,1,Kartal,0.25,253,LARGE_LOCAL_VALID_COMPONENT
688,10,18,0.11,0,0.0,0,,,254,QUESTIONABLE_FRAGMENT
238,10,18,0.25,0,0.0,0,,,255,QUESTIONABLE_FRAGMENT
584,10,18,0.51,0,0.0,0,,,256,QUESTIONABLE_FRAGMENT
680,9,16,0.13,0,0.0,0,,,257,QUESTIONABLE_FRAGMENT
628,9,18,0.34,0,0.0,0,,,258,QUESTIONABLE_FRAGMENT
66,9,16,0.19,0,0.0,0,,,259,QUESTIONABLE_FRAGMENT
293,9,18,0.19,0,0.0,0,,,260,QUESTIONABLE_FRAGMENT
319,9,16,0.7,0,0.0,0,,,261,QUESTIONABLE_FRAGMENT
433,9,16,0.15,0,0.0,0,,,262,QUESTIONABLE_FRAGMENT
360,9,16,0.48,1,4145.8,1,Maltepe,0.25,263,SMALL_LOCAL_COMPONENT
10,9,16,1.41,2,6335.7,1,Pendik,1.0,264,LARGE_LOCAL_VALID_COMPONENT
63,9,20,0.56,0,0.0,0,,,265,QUESTIONABLE_FRAGMENT
75,9,16,0.25,0,0.0,0,,,266,QUESTIONABLE_FRAGMENT
160,9,16,0.4,0,0.0,0,,,267,QUESTIONABLE_FRAGMENT
594,9,16,0.23,0,0.0,0,,,268,QUESTIONABLE_FRAGMENT
440,9,18,0.58,0,0.0,0,,,269,QUESTIONABLE_FRAGMENT
228,9,16,0.12,0,0.0,0,,,270,QUESTIONABLE_FRAGMENT
255,9,16,0.1,0,0.0,0,,,271,QUESTIONABLE_FRAGMENT
543,9,16,0.29,0,0.0,0,,,272,QUESTIONABLE_FRAGMENT
572,9,16,0.13,0,0.0,0,,,273,QUESTIONABLE_FRAGMENT
541,9,16,0.25,0,0.0,0,,,274,QUESTIONABLE_FRAGMENT
455,8,14,0.58,1,326.9,1,Arnavutköy,0.25,275,SMALL_LOCAL_COMPONENT
354,8,14,0.23,0,0.0,0,,,276,QUESTIONABLE_FRAGMENT
625,8,14,0.36,0,0.0,0,,,277,QUESTIONABLE_FRAGMENT
227,8,14,0.15,0,0.0,0,,,278,QUESTIONABLE_FRAGMENT
535,8,14,0.27,0,0.0,0,,,279,QUESTIONABLE_FRAGMENT
128,8,14,0.21,0,0.0,0,,,280,QUESTIONABLE_FRAGMENT
253,8,14,0.16,0,0.0,0,,,281,QUESTIONABLE_FRAGMENT
659,8,14,0.11,0,0.0,0,,,282,QUESTIONABLE_FRAGMENT
78,8,14,0.37,0,0.0,0,,,283,QUESTIONABLE_FRAGMENT
343,8,14,0.13,0,0.0,0,,,284,QUESTIONABLE_FRAGMENT
64,8,14,0.29,0,0.0,0,,,285,QUESTIONABLE_FRAGMENT
677,8,14,0.06,0,0.0,0,,,286,QUESTIONABLE_FRAGMENT
357,8,14,0.11,0,0.0,0,,,287,QUESTIONABLE_FRAGMENT
258,8,14,0.06,0,0.0,0,,,288,QUESTIONABLE_FRAGMENT
40,8,14,0.28,0,0.0,0,,,289,QUESTIONABLE_FRAGMENT
19,8,14,0.79,0,0.0,0,,,290,QUESTIONABLE_FRAGMENT
378,8,16,1.23,0,0.0,0,,,291,QUESTIONABLE_FRAGMENT
14,8,14,0.41,0,0.0,0,,,292,QUESTIONABLE_FRAGMENT
13,8,14,0.37,0,0.0,0,,,293,QUESTIONABLE_FRAGMENT
12,8,14,0.29,0,0.0,0,,,294,QUESTIONABLE_FRAGMENT
231,8,14,0.14,0,0.0,0,,,295,QUESTIONABLE_FRAGMENT
695,8,14,0.03,0,0.0,0,,,296,QUESTIONABLE_FRAGMENT
139,8,14,0.15,0,0.0,0,,,297,QUESTIONABLE_FRAGMENT
311,8,16,0.09,0,0.0,0,,,298,QUESTIONABLE_FRAGMENT
495,8,14,0.23,1,1084.6,1,Beşiktaş,0.23,299,SMALL_LOCAL_COMPONENT
153,8,14,0.4,0,0.0,0,,,300,QUESTIONABLE_FRAGMENT
161,8,14,0.28,0,0.0,0,,,301,QUESTIONABLE_FRAGMENT
533,8,14,0.23,0,0.0,0,,,302,QUESTIONABLE_FRAGMENT
443,7,12,0.33,0,0.0,0,,,303,QUESTIONABLE_FRAGMENT
206,7,12,0.22,0,0.0,0,,,304,QUESTIONABLE_FRAGMENT
251,7,12,0.09,0,0.0,0,,,305,QUESTIONABLE_FRAGMENT
95,7,12,0.16,0,0.0,0,,,306,QUESTIONABLE_FRAGMENT
345,7,12,0.42,0,0.0,0,,,307,QUESTIONABLE_FRAGMENT
643,7,12,0.05,0,0.0,0,,,308,QUESTIONABLE_FRAGMENT
562,7,12,0.14,0,0.0,0,,,309,QUESTIONABLE_FRAGMENT
62,7,12,0.31,0,0.0,0,,,310,QUESTIONABLE_FRAGMENT
436,7,12,0.1,0,0.0,0,,,311,QUESTIONABLE_FRAGMENT
434,7,12,0.5,0,0.0,0,,,312,QUESTIONABLE_FRAGMENT
90,7,12,0.47,0,0.0,0,,,313,QUESTIONABLE_FRAGMENT
315,7,12,0.24,0,0.0,0,,,314,QUESTIONABLE_FRAGMENT
39,7,12,0.17,1,2480.5,1,Maltepe,0.25,315,SMALL_LOCAL_COMPONENT
172,7,12,0.45,0,0.0,0,,,316,QUESTIONABLE_FRAGMENT
165,7,12,0.08,0,0.0,0,,,317,QUESTIONABLE_FRAGMENT
697,7,14,0.19,0,0.0,0,,,318,QUESTIONABLE_FRAGMENT
389,7,12,0.31,0,0.0,0,,,319,QUESTIONABLE_FRAGMENT
214,7,12,0.4,0,0.0,0,,,320,QUESTIONABLE_FRAGMENT
423,7,12,0.27,0,0.0,0,,,321,QUESTIONABLE_FRAGMENT
454,7,12,1.17,2,553.3,1,Arnavutköy,0.5,322,SMALL_LOCAL_COMPONENT
24,7,12,0.12,0,0.0,0,,,323,QUESTIONABLE_FRAGMENT
168,6,10,0.42,0,0.0,0,,,324,QUESTIONABLE_FRAGMENT
690,6,10,0.03,0,0.0,0,,,325,QUESTIONABLE_FRAGMENT
49,6,10,0.38,1,420.6,1,Eyüpsultan,0.25,326,SMALL_LOCAL_COMPONENT
237,6,10,0.24,0,0.0,0,,,327,QUESTIONABLE_FRAGMENT
577,6,10,0.03,1,0.0,1,Eyüpsultan,0.25,328,QUESTIONABLE_FRAGMENT
401,6,12,0.44,1,838.9,1,Pendik,0.25,329,SMALL_LOCAL_COMPONENT
65,6,10,0.14,0,0.0,0,,,330,QUESTIONABLE_FRAGMENT
687,6,10,0.28,0,0.0,0,,,331,QUESTIONABLE_FRAGMENT
564,6,10,0.05,0,0.0,0,,,332,QUESTIONABLE_FRAGMENT
565,6,10,0.2,0,0.0,0,,,333,QUESTIONABLE_FRAGMENT
186,6,10,0.3,0,0.0,0,,,334,QUESTIONABLE_FRAGMENT
298,6,10,0.27,0,0.0,0,,,335,QUESTIONABLE_FRAGMENT
192,6,12,0.37,0,0.0,0,,,336,QUESTIONABLE_FRAGMENT
610,6,10,0.08,0,0.0,0,,,337,QUESTIONABLE_FRAGMENT
621,6,10,0.12,0,0.0,0,,,338,QUESTIONABLE_FRAGMENT
305,6,10,0.03,0,0.0,0,,,339,QUESTIONABLE_FRAGMENT
487,6,14,0.06,0,0.0,0,,,340,QUESTIONABLE_FRAGMENT
310,6,10,0.15,0,0.0,0,,,341,QUESTIONABLE_FRAGMENT
259,6,10,0.06,0,0.0,0,,,342,QUESTIONABLE_FRAGMENT
536,6,10,0.24,0,0.0,0,,,343,QUESTIONABLE_FRAGMENT
122,6,10,0.79,1,2976.6,1,Pendik,0.25,344,SMALL_LOCAL_COMPONENT
322,6,10,0.35,0,0.0,0,,,345,QUESTIONABLE_FRAGMENT
193,6,10,0.47,0,0.0,0,,,346,QUESTIONABLE_FRAGMENT
460,6,10,0.54,1,992.0,1,Pendik,0.25,347,SMALL_LOCAL_COMPONENT
458,6,10,0.38,0,0.0,0,,,348,QUESTIONABLE_FRAGMENT
483,5,8,0.04,0,0.0,0,,,349,QUESTIONABLE_FRAGMENT
379,5,8,0.07,0,0.0,0,,,350,QUESTIONABLE_FRAGMENT
248,5,8,0.09,0,0.0,0,,,351,QUESTIONABLE_FRAGMENT
76,5,8,0.17,0,0.0,0,,,352,QUESTIONABLE_FRAGMENT
551,5,8,0.13,0,0.0,0,,,353,QUESTIONABLE_FRAGMENT
150,5,8,0.44,0,0.0,0,,,354,QUESTIONABLE_FRAGMENT
475,5,8,0.03,0,0.0,0,,,355,QUESTIONABLE_FRAGMENT
377,5,8,0.18,0,0.0,0,,,356,QUESTIONABLE_FRAGMENT
623,5,8,0.2,0,0.0,0,,,357,QUESTIONABLE_FRAGMENT
588,5,8,0.28,0,0.0,0,,,358,QUESTIONABLE_FRAGMENT
421,5,8,0.18,1,626.5,1,Sancaktepe,0.25,359,SMALL_LOCAL_COMPONENT
275,5,8,0.32,0,0.0,0,,,360,QUESTIONABLE_FRAGMENT
82,5,8,0.22,0,0.0,0,,,361,QUESTIONABLE_FRAGMENT
453,5,8,1.1,2,603.5,1,Arnavutköy,0.5,362,SMALL_LOCAL_COMPONENT
548,5,8,0.09,0,0.0,0,,,363,QUESTIONABLE_FRAGMENT
486,5,12,0.13,0,0.0,0,,,364,QUESTIONABLE_FRAGMENT
297,5,8,0.29,0,0.0,0,,,365,QUESTIONABLE_FRAGMENT
