access_point_id,stop_id,raw_stop_id,stop_name,mode,source_feed,district,in_system_a,in_system_b
main_18926__ferry,main_18926,18926,Anadolu Hisarı ŞH.,ferry,main_gtfs,Beykoz,True,False
main_18917__ferry,main_18917,18917,Çengelköy ŞH.,ferry,main_gtfs,Üsküdar,True,False
main_18939__ferry,main_18939,18939,Kadıköy-Beşiktaş-Adalar ŞH.,ferry,main_gtfs,Kadıköy,True,False
main_18908__ferry,main_18908,18908,Eminönü-Boğaz ŞH.,ferry,main_gtfs,Fatih,True,False
main_18920__ferry,main_18920,18920,Karaköy ŞH.,ferry,main_gtfs,Beyoğlu,True,False
main_18910__ferry,main_18910,18910,Beşiktaş-Üsküdar ŞH.,ferry,main_gtfs,Beşiktaş,True,False
main_18915__ferry,main_18915,18915,Yeni Kadıköy ŞH.,ferry,main_gtfs,Kadıköy,True,False
main_87063__ferry,main_87063,87063,İstinye ŞH.,ferry,main_gtfs,Sarıyer,True,False
main_272185__ferry,main_272185,272185,Aşiyan ŞH,ferry,main_gtfs,Beşiktaş,True,False
main_94867__ferry,main_94867,94867,Eminönü Camlı İskele ŞH.,ferry,main_gtfs,Fatih,True,False
main_18911__ferry,main_18911,18911,Heybeliada ŞH.,ferry,main_gtfs,Adalar,True,False
main_18940__ferry,main_18940,18940,Beşiktaş-Kadıköy ŞH.,ferry,main_gtfs,Beşiktaş,True,False
main_18927__ferry,main_18927,18927,Kuzguncuk ŞH.,ferry,main_gtfs,Üsküdar,True,False
main_18916__ferry,main_18916,18916,Ayvansaray ŞH.,ferry,main_gtfs,Fatih,True,False
main_18918__ferry,main_18918,18918,Kabataş ŞH.,ferry,main_gtfs,Beyoğlu,True,False
main_18950__ferry,main_18950,18950,Ortaköy ŞH.,ferry,main_gtfs,Beşiktaş,True,False
main_18921__ferry,main_18921,18921,Küçüksu ŞH.,ferry,main_gtfs,Beykoz,True,False
main_18951__ferry,main_18951,18951,Balat ŞH.,ferry,main_gtfs,Fatih,True,False
main_18928__ferry,main_18928,18928,Arnavutköy ŞH.,ferry,main_gtfs,Beşiktaş,True,False
main_18925__ferry,main_18925,18925,Kanlıca ŞH.,ferry,main_gtfs,Beykoz,True,False
main_18931__ferry,main_18931,18931,Eyüp ŞH.,ferry,main_gtfs,Eyüpsultan,True,False
main_18936__ferry,main_18936,18936,Eminönü-Kadıköy ŞH.,ferry,main_gtfs,Fatih,True,False
main_18943__ferry,main_18943,18943,Kasımpaşa ŞH.,ferry,main_gtfs,Beyoğlu,True,False
main_18934__ferry,main_18934,18934,Paşabahçe ŞH.,ferry,main_gtfs,Beykoz,True,False
main_18914__ferry,main_18914,18914,Beykoz ŞH.,ferry,main_gtfs,Beykoz,True,False
main_18944__ferry,main_18944,18944,Rumeli Kavağı ŞH.,ferry,main_gtfs,Sarıyer,True,False
main_18945__ferry,main_18945,18945,Çubuklu ŞH.,ferry,main_gtfs,Beykoz,True,False
main_18912__ferry,main_18912,18912,Kınalıada ŞH.,ferry,main_gtfs,Adalar,True,False
main_18946__ferry,main_18946,18946,Bebek ŞH.,ferry,main_gtfs,Beşiktaş,True,False
main_18932__ferry,main_18932,18932,Beylerbeyi ŞH.,ferry,main_gtfs,Üsküdar,True,False
main_18924__ferry,main_18924,18924,Anadolu Kavağı ŞH.,ferry,main_gtfs,Beykoz,True,False
main_87065__ferry,main_87065,87065,Çubuklu ŞH. (Arabalı Vapur),ferry,main_gtfs,Beykoz,True,False
main_18937__ferry,main_18937,18937,Emirgan ŞH.,ferry,main_gtfs,Sarıyer,True,False
main_18909__ferry,main_18909,18909,Üsküdar ŞH.,ferry,main_gtfs,Üsküdar,True,False
main_18948__ferry,main_18948,18948,Büyükada ŞH.,ferry,main_gtfs,Adalar,True,False
main_18952__ferry,main_18952,18952,Sarıyer ŞH.,ferry,main_gtfs,Sarıyer,True,False
main_18922__ferry,main_18922,18922,İstinye ŞH.,ferry,main_gtfs,Sarıyer,True,False
main_18935__ferry,main_18935,18935,Fener ŞH.,ferry,main_gtfs,Fatih,True,False
main_18913__ferry,main_18913,18913,Bostancı ŞH.,ferry,main_gtfs,Kadıköy,True,False
main_18930__ferry,main_18930,18930,Sütlüce ŞH.,ferry,main_gtfs,Beyoğlu,True,False
main_18942__ferry,main_18942,18942,Kandilli ŞH.,ferry,main_gtfs,Üsküdar,True,False
main_18929__ferry,main_18929,18929,Burgazada ŞH.,ferry,main_gtfs,Adalar,True,False
main_18919__ferry,main_18919,18919,Hasköy ŞH.,ferry,main_gtfs,Beyoğlu,True,False
main_214368__rail,main_214368,214368,Fatih,rail,main_gtfs,Tuzla,True,True
main_214385__rail,main_214385,214385,Pendik,rail,main_gtfs,Pendik,True,True
main_214376__rail,main_214376,214376,Küçükyalı,rail,main_gtfs,Maltepe,True,True
main_214355__rail,main_214355,214355,Mustafa Kemal,rail,main_gtfs,Küçükçekmece,True,True
main_214389__rail,main_214389,214389,Aydıntepe,rail,main_gtfs,Tuzla,True,True
main_214374__rail,main_214374,214374,Suadiye,rail,main_gtfs,Kadıköy,True,True
main_214364__rail,main_214364,214364,Zeytinburnu,rail,main_gtfs,Zeytinburnu,True,True
main_214381__rail,main_214381,214381,Atalar,rail,main_gtfs,Kartal,True,True
main_214371__rail,main_214371,214371,Feneryolu,rail,main_gtfs,Kadıköy,True,True
main_214365__rail,main_214365,214365,Gebze,rail,main_gtfs,Tuzla,True,True
main_272165__rail,main_272165,272165,Ispartakule,rail,main_gtfs,Başakşehir,True,True
main_12259__rail,main_12259,12259,Üsküdar,rail,main_gtfs,Üsküdar,True,True
main_12260__rail,main_12260,12260,Sirkeci,rail,main_gtfs,Fatih,True,True
main_214372__rail,main_214372,214372,Göztepe,rail,main_gtfs,Kadıköy,True,True
main_214356__rail,main_214356,214356,Küçükçekmece,rail,main_gtfs,Küçükçekmece,True,True
main_214358__rail,main_214358,214358,Florya Akvaryum,rail,main_gtfs,Bakırköy,True,True
main_214370__rail,main_214370,214370,Söğütlüçeşme,rail,main_gtfs,Kadıköy,True,True
main_214384__rail,main_214384,214384,Yunus,rail,main_gtfs,Kartal,True,True
main_272164__rail,main_272164,272164,Altınşehir,rail,main_gtfs,Küçükçekmece,True,True
main_214357__rail,main_214357,214357,Florya,rail,main_gtfs,Bakırköy,True,True
main_214382__rail,main_214382,214382,Başak,rail,main_gtfs,Kartal,True,True
main_214375__rail,main_214375,214375,Bostancı,rail,main_gtfs,Kadıköy,True,True
main_214390__rail,main_214390,214390,İçmeler,rail,main_gtfs,Tuzla,True,True
main_12258__rail,main_12258,12258,Ayrılıkçeşme,rail,main_gtfs,Kadıköy,True,True
main_214380__rail,main_214380,214380,Cevizli,rail,main_gtfs,Kartal,True,True
main_272163__rail,main_272163,272163,Konut Birlik,rail,main_gtfs,Küçükçekmece,True,True
main_214388__rail,main_214388,214388,Güzelyalı,rail,main_gtfs,Pendik,True,True
main_214360__rail,main_214360,214360,Yeşilyurt,rail,main_gtfs,Bakırköy,True,True
main_12262__rail,main_12262,12262,Kazlıçeşme,rail,main_gtfs,Zeytinburnu,True,True
main_214379__rail,main_214379,214379,Maltepe,rail,main_gtfs,Maltepe,True,True
main_272166__rail,main_272166,272166,Bahçeşehir,rail,main_gtfs,Başakşehir,True,True
main_214354__rail,main_214354,214354,Halkalı,rail,main_gtfs,Küçükçekmece,True,True
main_214383__rail,main_214383,214383,Kartal,rail,main_gtfs,Kartal,True,True
main_214377__rail,main_214377,214377,İdealtepe,rail,main_gtfs,Maltepe,True,True
main_214369__rail,main_214369,214369,Çayırova,rail,main_gtfs,Tuzla,True,True
main_214391__rail,main_214391,214391,Tuzla,rail,main_gtfs,Tuzla,True,True
main_214366__rail,main_214366,214366,Darıca,rail,main_gtfs,Tuzla,True,True
main_214361__rail,main_214361,214361,Ataköy,rail,main_gtfs,Bakırköy,True,True
main_214373__rail,main_214373,214373,Erenköy,rail,main_gtfs,Kadıköy,True,True
main_214362__rail,main_214362,214362,Bakırköy,rail,main_gtfs,Bakırköy,True,True
main_214359__rail,main_214359,214359,Yeşilköy,rail,main_gtfs,Bakırköy,True,True
main_214386__rail,main_214386,214386,Kaynarca,rail,main_gtfs,Pendik,True,True
main_214367__rail,main_214367,214367,Osmangazi,rail,main_gtfs,Tuzla,True,True
main_214363__rail,main_214363,214363,Yenimahalle,rail,main_gtfs,Bakırköy,True,True
main_214378__rail,main_214378,214378,Süreyya Plajı,rail,main_gtfs,Maltepe,True,True
main_12261__rail,main_12261,12261,Yenikapı,rail,main_gtfs,Fatih,True,True
main_214387__rail,main_214387,214387,Tersane,rail,main_gtfs,Pendik,True,True
main_272177__metro,main_272177,272177,Yenimahalle,metro,main_gtfs,Gaziosmanpaşa,True,True
main_272182__metro,main_272182,272182,Bahariye,metro,main_gtfs,Küçükçekmece,True,True
main_19040__tram,main_19040,19040,Altıyol,tram,main_gtfs,Kadıköy,True,True
main_272178__metro,main_272178,272178,Karadeniz Mah.,metro,main_gtfs,Gaziosmanpaşa,True,True
main_272186__metro,main_272186,272186,Bostancı,metro,main_gtfs,Maltepe,True,True
main_19036__tram,main_19036,19036,Bahariye,tram,main_gtfs,Kadıköy,True,True
main_272187__metro,main_272187,272187,Emin Ali Paşa,metro,main_gtfs,Kadıköy,True,True
main_272188__metro,main_272188,272188,Ayşe Kadın,metro,main_gtfs,Kadıköy,True,True
main_272170__metro,main_272170,272170,Kağıthane,metro,main_gtfs,Kâğıthane,True,True
main_272191__metro,main_272191,272191,İçerenköy,metro,main_gtfs,Ataşehir,True,True
main_272190__metro,main_272190,272190,Küçükbakkalköy,metro,main_gtfs,Ataşehir,True,True
main_272194__metro,main_272194,272194,İmes,metro,main_gtfs,Ümraniye,True,True
main_272172__metro,main_272172,272172,Alibeyköy,metro,main_gtfs,Eyüpsultan,True,True
main_272175__metro,main_272175,272175,Yeşilpınar,metro,main_gtfs,Eyüpsultan,True,True
main_272200__metro,main_272200,272200,Yıldız,metro,main_gtfs,Beşiktaş,True,True
main_19038__tram,main_19038,19038,Kilise,tram,main_gtfs,Kadıköy,True,True
main_94992__metro,main_94992,94992,Ihlamurkuyu,metro,main_gtfs,Ümraniye,True,True
main_19003__metro,main_19003,19003,Ziya Gökalp Mah.,metro,main_gtfs,Başakşehir,True,True
main_18983__metro,main_18983,18983,Sanayi Mahallesi,metro,main_gtfs,Sarıyer,True,True
main_19000__metro,main_19000,19000,Bağcılar Meydan,metro,main_gtfs,Bağcılar,True,True
main_272184__metro,main_272184,272184,İkitelli Sanayi,metro,main_gtfs,Başakşehir,True,True
main_272167__metro,main_272167,272167,Mahmutbey,metro,main_gtfs,Bağcılar,True,True
main_272181__metro,main_272181,272181,Göztepe Mah.,metro,main_gtfs,Bağcılar,True,True
main_18964__metro,main_18964,18964,Emniyet - Fatih,metro,main_gtfs,Fatih,True,True
main_272168__metro,main_272168,272168,Mecidiyeköy,metro,main_gtfs,Şişli,True,True
main_272179__metro,main_272179,272179,Tekstilkent - Giyimkent,metro,main_gtfs,Esenler,True,True
main_272180__metro,main_272180,272180,Oruç Reis - Yüzyıl,metro,main_gtfs,Esenler,True,True
main_272189__metro,main_272189,272189,Kozyatağı,metro,main_gtfs,Ataşehir,True,True
main_272169__metro,main_272169,272169,Çağlayan,metro,main_gtfs,Kâğıthane,True,True
main_272199__metro,main_272199,272199,Fulya,metro,main_gtfs,Beşiktaş,True,True
main_272174__metro,main_272174,272174,Veysel Karani - Akşemsettin,metro,main_gtfs,Eyüpsultan,True,True
main_18976__metro,main_18976,18976,Göztepe,metro,main_gtfs,Üsküdar,True,True
main_19070__tram,main_19070,19070,Topçular,tram,main_gtfs,Eyüpsultan,True,True
main_87259__metro,main_87259,87259,Altunizade,metro,main_gtfs,Üsküdar,True,True
main_272183__metro,main_272183,272183,Masko,metro,main_gtfs,Başakşehir,True,True
main_94995__metro,main_94995,94995,Dudullu,metro,main_gtfs,Ümraniye,True,True
main_19072__tram,main_19072,19072,Akıncılar,tram,main_gtfs,Güngören,True,True
main_272173__metro,main_272173,272173,Çırçır Mah.,metro,main_gtfs,Eyüpsultan,True,True
main_272171__metro,main_272171,272171,Nurtepe,metro,main_gtfs,Kâğıthane,True,True
main_19013__metro,main_19013,19013,Menderes,metro,main_gtfs,Esenler,True,True
main_272198__metro,main_272198,272198,Huzur,metro,main_gtfs,Ümraniye,True,True
main_18981__metro,main_18981,18981,Mahmutbey,metro,main_gtfs,Bağcılar,True,True
main_94901__tram,main_94901,94901,Beyazıt - Kapalıçarşı,tram,main_gtfs,Fatih,True,True
main_19033__tram,main_19033,19033,Moda,tram,main_gtfs,Kadıköy,True,True
main_19039__tram,main_19039,19039,Damga Sokak,tram,main_gtfs,Kadıköy,True,True
main_18965__metro,main_18965,18965,Bahçelievler,metro,main_gtfs,Bahçelievler,True,True
main_94909__metro,main_94909,94909,İTÜ - Ayazağa,metro,main_gtfs,Sarıyer,True,True
main_272193__metro,main_272193,272193,Mevlana,metro,main_gtfs,Ataşehir,True,True
main_272192__metro,main_272192,272192,Kayışdağı,metro,main_gtfs,Ataşehir,True,True
main_19098__tram,main_19098,19098,Sultanahmet,tram,main_gtfs,Fatih,True,True
main_19079__tram,main_19079,19079,Tophane,tram,main_gtfs,Beyoğlu,True,True
main_19056__tram,main_19056,19056,Demirkapı,tram,main_gtfs,Eyüpsultan,True,True
main_19047__tram,main_19047,19047,Bosna - Çukurçeşme,tram,main_gtfs,Bayrampaşa,True,True
main_272176__metro,main_272176,272176,Kazım Karabekir,metro,main_gtfs,Gaziosmanpaşa,True,True
main_18970__metro,main_18970,18970,Esenler,metro,main_gtfs,Esenler,True,True
main_18957__metro,main_18957,18957,Aksaray,metro,main_gtfs,Fatih,True,True
main_272197__metro,main_272197,272197,Parseller,metro,main_gtfs,Ümraniye,True,True
main_272196__metro,main_272196,272196,Dudullu,metro,main_gtfs,Ümraniye,True,True
main_272195__metro,main_272195,272195,Modoko - Keyap,metro,main_gtfs,Ümraniye,True,True
main_19064__tram,main_19064,19064,Soğanlı,tram,main_gtfs,Güngören,True,True
main_19062__tram,main_19062,19062,Gülhane,tram,main_gtfs,Fatih,True,True
main_18966__metro,main_18966,18966,Otogar,metro,main_gtfs,Bayrampaşa,True,True
main_40121__metro,main_40121,40121,Etiler,metro,main_gtfs,Beşiktaş,True,True
main_18993__metro,main_18993,18993,Levent,metro,main_gtfs,Şişli,True,True
main_18988__metro,main_18988,18988,Yenikapı,metro,main_gtfs,Fatih,True,True
main_19083__tram,main_19083,19083,Ali Fuat Başgil,tram,main_gtfs,Gaziosmanpaşa,True,True
main_40123__metro,main_40123,40123,Levent,metro,main_gtfs,Şişli,True,True
main_87261__metro,main_87261,87261,Bulgurlu,metro,main_gtfs,Üsküdar,True,True
main_19055__tram,main_19055,19055,Taşköprü,tram,main_gtfs,Bayrampaşa,True,True
main_19002__metro,main_19002,19002,Osmanbey,metro,main_gtfs,Şişli,True,True
main_94908__metro,main_94908,94908,Şişli - Mecidiyeköy,metro,main_gtfs,Şişli,True,True
main_19052__tram,main_19052,19052,Çapa - Şehremini,tram,main_gtfs,Fatih,True,True
main_18996__metro,main_18996,18996,Taksim,metro,main_gtfs,Beyoğlu,True,True
main_94996__metro,main_94996,94996,Çakmak,metro,main_gtfs,Ümraniye,True,True
main_19018__metro,main_19018,19018,Gayrettepe,metro,main_gtfs,Şişli,True,True
main_94894__tram,main_94894,94894,Yenimahalle,tram,main_gtfs,Sultangazi,True,True
main_18992__metro,main_18992,18992,Seyrantepe,metro,main_gtfs,Sarıyer,True,True
main_94905__metro,main_94905,94905,Atatürk Oto Sanayi,metro,main_gtfs,Sarıyer,True,True
main_19031__tram,main_19031,19031,Kadıköy İDO,tram,main_gtfs,Kadıköy,True,True
main_19009__metro,main_19009,19009,Turgut Özal,metro,main_gtfs,Başakşehir,True,True
main_19089__tram,main_19089,19089,Fındıkzade,tram,main_gtfs,Fatih,True,True
main_19077__tram,main_19077,19077,Sirkeci,tram,main_gtfs,Fatih,True,True
main_19016__metro,main_19016,19016,Esenkent,metro,main_gtfs,Maltepe,True,True
main_19073__tram,main_19073,19073,Aksaray,tram,main_gtfs,Fatih,True,True
main_19082__tram,main_19082,19082,Cebeci,tram,main_gtfs,Sultangazi,True,True
main_19045__tram,main_19045,19045,Topkapı,tram,main_gtfs,Zeytinburnu,True,True
main_19024__metro,main_19024,19024,Acıbadem,metro,main_gtfs,Kadıköy,True,True
main_18991__metro,main_18991,18991,Küçükyalı,metro,main_gtfs,Maltepe,True,True
main_19015__metro,main_19015,19015,Maltepe,metro,main_gtfs,Maltepe,True,True
main_94895__tram,main_94895,94895,KİPTAŞ Venezia,tram,main_gtfs,Gaziosmanpaşa,True,True
main_19065__tram,main_19065,19065,Cevizlibağ - AÖY,tram,main_gtfs,Zeytinburnu,True,True
main_19012__metro,main_19012,19012,Kartal,metro,main_gtfs,Kartal,True,True
main_18969__metro,main_18969,18969,DTM - İstanbul Fuar Merkezi,metro,main_gtfs,Bakırköy,True,True
main_94896__tram,main_94896,94896,Cumhuriyet Mahallesi,tram,main_gtfs,Sultangazi,True,True
main_94906__metro,main_94906,94906,Darüşşafaka,metro,main_gtfs,Sarıyer,True,True
main_19086__tram,main_19086,19086,Yavuz Selim,tram,main_gtfs,Güngören,True,True
main_19032__tram,main_19032,19032,Mühürdar,tram,main_gtfs,Kadıköy,True,True
main_19001__metro,main_19001,19001,Hastane - Adliye,metro,main_gtfs,Kartal,True,True
main_87258__metro,main_87258,87258,Bağlarbaşı,metro,main_gtfs,Üsküdar,True,True
main_40122__metro,main_40122,40122,Nispetiye,metro,main_gtfs,Beşiktaş,True,True
main_19022__metro,main_19022,19022,Huzurevi,metro,main_gtfs,Maltepe,True,True
main_94994__metro,main_94994,94994,İmam Hatip,metro,main_gtfs,Ümraniye,True,True
main_19076__tram,main_19076,19076,Edirnekapı,tram,main_gtfs,Eyüpsultan,True,True
main_19067__tram,main_19067,19067,Sultançiftliği,tram,main_gtfs,Sultangazi,True,True
main_19046__tram,main_19046,19046,Karadeniz,tram,main_gtfs,Bayrampaşa,True,True
main_19025__metro,main_19025,19025,Hacıosman,metro,main_gtfs,Sarıyer,True,True
main_19071__tram,main_19071,19071,Fetihkapı,tram,main_gtfs,Zeytinburnu,True,True
main_19063__tram,main_19063,19063,Vatan,tram,main_gtfs,Eyüpsultan,True,True
main_87257__metro,main_87257,87257,Fıstık Ağacı,metro,main_gtfs,Üsküdar,True,True
main_18962__metro,main_18962,18962,Atatürk Havalimanı,metro,main_gtfs,Bakırköy,True,True
main_87262__metro,main_87262,87262,Ümraniye,metro,main_gtfs,Ümraniye,True,True
main_19017__metro,main_19017,19017,4. Levent,metro,main_gtfs,Şişli,True,True
main_19019__metro,main_19019,19019,Soğanlık,metro,main_gtfs,Kartal,True,True
main_19011__metro,main_19011,19011,İstoç,metro,main_gtfs,Bağcılar,True,True
main_18971__metro,main_18971,18971,Topkapı - Ulubatlı,metro,main_gtfs,Fatih,True,True
main_19092__tram,main_19092,19092,Eminönü,tram,main_gtfs,Fatih,True,True
main_19095__tram,main_19095,19095,Sağmalcılar,tram,main_gtfs,Gaziosmanpaşa,True,True
main_87264__metro,main_87264,87264,Yamanevler,metro,main_gtfs,Ümraniye,True,True
main_18961__metro,main_18961,18961,Bakırköy - İncirli,metro,main_gtfs,Bakırköy,True,True
main_87263__metro,main_87263,87263,Çarşı,metro,main_gtfs,Ümraniye,True,True
main_18986__metro,main_18986,18986,Başakşehir - Metrokent,metro,main_gtfs,Başakşehir,True,True
main_18975__metro,main_18975,18975,Bostancı,metro,main_gtfs,Kadıköy,True,True
main_18972__metro,main_18972,18972,Terazidere,metro,main_gtfs,Esenler,True,True
main_19088__tram,main_19088,19088,Mithatpaşa,tram,main_gtfs,Zeytinburnu,True,True
main_19233__metro,main_19233,19233,Yenikapı,metro,main_gtfs,Fatih,True,True
main_19034__tram,main_19034,19034,Moda İlkokulu,tram,main_gtfs,Kadıköy,True,True
main_19035__tram,main_19035,19035,Çarşı,tram,main_gtfs,Kadıköy,True,True
main_18963__metro,main_18963,18963,Bayrampaşa - Maltepe,metro,main_gtfs,Eyüpsultan,True,True
main_19007__metro,main_19007,19007,Kadıköy,metro,main_gtfs,Kadıköy,True,True
main_19069__tram,main_19069,19069,Kabataş,tram,main_gtfs,Beyoğlu,True,True
main_94902__tram,main_94902,94902,Fındıklı - Mimar Sinan Ü.,tram,main_gtfs,Beyoğlu,True,True
main_18990__metro,main_18990,18990,Olimpiyat,metro,main_gtfs,Başakşehir,True,True
main_94900__tram,main_94900,94900,Laleli - İstanbul Ü.,tram,main_gtfs,Fatih,True,True
main_18995__metro,main_18995,18995,Ünalan,metro,main_gtfs,Üsküdar,True,True
main_18960__metro,main_18960,18960,Merter,metro,main_gtfs,Güngören,True,True
main_94898__tram,main_94898,94898,Seyitnizam - Akşemsettin,tram,main_gtfs,Zeytinburnu,True,True
main_94998__metro,main_94998,94998,Çekmeköy,metro,main_gtfs,Çekmeköy,True,True
main_94903__metro,main_94903,94903,Kirazlı Bağcılar,metro,main_gtfs,Bağcılar,True,True
main_94904__metro,main_94904,94904,Vezneciler - İstanbul Ü.,metro,main_gtfs,Fatih,True,True
main_53121__metro,main_53121,53121,Pendik,metro,main_gtfs,Pendik,True,True
main_18998__metro,main_18998,18998,Başak Konutları,metro,main_gtfs,Başakşehir,True,True
main_87260__metro,main_87260,87260,Kısıklı,metro,main_gtfs,Üsküdar,True,True
main_18997__metro,main_18997,18997,Yenisahra,metro,main_gtfs,Kadıköy,True,True
main_19093__tram,main_19093,19093,Karaköy,tram,main_gtfs,Beyoğlu,True,True
main_94911__metro,main_94911,94911,Ayrılık Çeşmesi,metro,main_gtfs,Kadıköy,True,True
main_40120__metro,main_40120,40120,Boğaziçi Üniversitesi,metro,main_gtfs,Sarıyer,True,True
main_19059__tram,main_19059,19059,Rami,tram,main_gtfs,Eyüpsultan,True,True
main_94897__tram,main_94897,94897,Merter Teks. Mrk.,tram,main_gtfs,Bahçelievler,True,True
main_18985__metro,main_18985,18985,Siteler,metro,main_gtfs,Başakşehir,True,True
main_19091__tram,main_19091,19091,Topkapı,tram,main_gtfs,Zeytinburnu,True,True
main_19054__tram,main_19054,19054,Bağcılar,tram,main_gtfs,Bağcılar,True,True
main_18977__metro,main_18977,18977,Kozyatağı,metro,main_gtfs,Ataşehir,True,True
main_94899__tram,main_94899,94899,Merkezefendi,tram,main_gtfs,Zeytinburnu,True,True
main_18989__metro,main_18989,18989,Haliç,metro,main_gtfs,Fatih,True,True
main_19049__tram,main_19049,19049,Hacı Şükrü,tram,main_gtfs,Sultangazi,True,True
main_53122__metro,main_53122,53122,Tavşantepe,metro,main_gtfs,Pendik,True,True
main_19074__tram,main_19074,19074,Çemberlitaş,tram,main_gtfs,Fatih,True,True
main_19075__tram,main_19075,19075,Uluyol - Bereç,tram,main_gtfs,Bayrampaşa,True,True
main_94997__metro,main_94997,94997,Necip Fazıl,metro,main_gtfs,Ümraniye,True,True
main_18973__metro,main_18973,18973,Yenibosna,metro,main_gtfs,Bakırköy,True,True
main_94993__metro,main_94993,94993,Altınşehir,metro,main_gtfs,Ümraniye,True,True
main_18967__metro,main_18967,18967,Sağmalcılar,metro,main_gtfs,Bayrampaşa,True,True
main_94913__metro,main_94913,94913,Yakacık - Adnan Kahveci,metro,main_gtfs,Kartal,True,True
main_19080__tram,main_19080,19080,Zeytinburnu,tram,main_gtfs,Bakırköy,True,True
main_19058__tram,main_19058,19058,Yusufpaşa,tram,main_gtfs,Fatih,True,True
main_19084__tram,main_19084,19084,Haseki,tram,main_gtfs,Fatih,True,True
main_18958__metro,main_18958,18958,Davutpaşa - YTÜ,metro,main_gtfs,Güngören,True,True
main_19020__metro,main_19020,19020,Üçyüzlü,metro,main_gtfs,Bağcılar,True,True
main_19087__tram,main_19087,19087,50. Yıl - Baştabya,tram,main_gtfs,Esenler,True,True
main_87256__metro,main_87256,87256,Üsküdar,metro,main_gtfs,Üsküdar,True,True
main_19021__metro,main_19021,19021,Gülsuyu,metro,main_gtfs,Maltepe,True,True
main_18968__metro,main_18968,18968,Kocatepe,metro,main_gtfs,Bayrampaşa,True,True
main_18974__metro,main_18974,18974,Ataköy - Şirinevler,metro,main_gtfs,Bakırköy,True,True
main_19050__tram,main_19050,19050,Şehitlik,tram,main_gtfs,Eyüpsultan,True,True
main_18959__metro,main_18959,18959,Zeytinburnu,metro,main_gtfs,Bakırköy,True,True
main_19066__tram,main_19066,19066,Mehmet Akif,tram,main_gtfs,Bahçelievler,True,True
main_94910__metro,main_94910,94910,Yenimahalle,metro,main_gtfs,Bağcılar,True,True
main_19096__tram,main_19096,19096,Mescid-i Selam,tram,main_gtfs,Sultangazi,True,True
main_19037__tram,main_19037,19037,İskele Cami,tram,main_gtfs,Kadıköy,True,True
main_19053__tram,main_19053,19053,Güngören,tram,main_gtfs,Güngören,True,True
main_19005__metro,main_19005,19005,Şişhane,metro,main_gtfs,Beyoğlu,True,True
main_19094__tram,main_19094,19094,Güneştepe,tram,main_gtfs,Güngören,True,True
main_19078__tram,main_19078,19078,Pazartekke,tram,main_gtfs,Fatih,True,True
main_40127__ferry,main_40127,40127,Bostancı İDO,ferry,main_gtfs,Kadıköy,True,False
main_40128__ferry,main_40128,40128,Beşiktaş İDO,ferry,main_gtfs,Beşiktaş,True,False
main_40124__ferry,main_40124,40124,Kadıköy İDO,ferry,main_gtfs,Kadıköy,True,False
main_40126__ferry,main_40126,40126,Harem Feribot,ferry,main_gtfs,Üsküdar,True,False
main_40129__ferry,main_40129,40129,Burgazada İDO,ferry,main_gtfs,Adalar,True,False
main_40125__ferry,main_40125,40125,Heybeliada İDO,ferry,main_gtfs,Adalar,True,False
main_40133__ferry,main_40133,40133,Büyükada İDO,ferry,main_gtfs,Adalar,True,False
main_40136__ferry,main_40136,40136,Yenikapı İDO,ferry,main_gtfs,Fatih,True,False
main_40130__ferry,main_40130,40130,Bakırköy  İDO,ferry,main_gtfs,Bakırköy,True,False
main_40134__ferry,main_40134,40134,Kınalıada İDO,ferry,main_gtfs,Adalar,True,False
main_40135__ferry,main_40135,40135,Sirkeci Feribot,ferry,main_gtfs,Fatih,True,False
main_94975__ferry,main_94975,94975,Büyükçekmece Turyol,ferry,main_gtfs,Büyükçekmece,True,False
main_94977__ferry,main_94977,94977,Beşiktaş Turyol,ferry,main_gtfs,Beşiktaş,True,False
main_94972__ferry,main_94972,94972,Kadıköy Turyol,ferry,main_gtfs,Kadıköy,True,False
main_94971__ferry,main_94971,94971,Üsküdar Turyol,ferry,main_gtfs,Üsküdar,True,False
main_94969__ferry,main_94969,94969,Eminönü Turyol,ferry,main_gtfs,Fatih,True,False
main_94976__ferry,main_94976,94976,Büyükada Turyol,ferry,main_gtfs,Adalar,True,False
main_94973__ferry,main_94973,94973,Kadıköy2(Çayırbaşı)Turyol,ferry,main_gtfs,Kadıköy,True,False
main_94970__ferry,main_94970,94970,Karaköy Turyol,ferry,main_gtfs,Beyoğlu,True,False
main_94963__ferry,main_94963,94963,Avcılar İDO,ferry,main_gtfs,Avcılar,True,False
main_64436__ferry,main_64436,64436,Beşiktaş Dentur,ferry,main_gtfs,Beşiktaş,True,False
main_64438__ferry,main_64438,64438,Üsküdar Dentur,ferry,main_gtfs,Üsküdar,True,False
main_64432__ferry,main_64432,64432,Kabataş Dentur,ferry,main_gtfs,Beyoğlu,True,False
iett_292235__bus,iett_292235,292235,RIFAT ILGAZ CADDESİ,bus,iett_gtfs,Esenyurt,True,False
iett_292236__bus,iett_292236,292236,RIFAT ILGAZ CADDESİ,bus,iett_gtfs,Esenyurt,True,False
iett_292237__bus,iett_292237,292237,UZUNYAYLA,bus,iett_gtfs,Esenyurt,True,False
